"company","title","career","address","deadline","link"
"텔레픽스","[대전]광학탑재체 전자 하드웨어엔지니어(경력)","경력5년↑","대전광역시 유성구 테크노4로 17 (관평동) C동 518, 519호","~05/11(토)","https://www.jobkorea.co.kr/Recruit/GI_Read/44445289?Oem_Code=C1&logpath=1&stext=하드웨어&listno=74"
"모벤시스㈜","산업용 제어기기 하드웨어 엔지니어 (PLC,Digital/Analog Remote I/O,Step/Servo motor Driver)","경력8년↑","경기 성남시 분당구 황새울로258번길 25 (수내동, 서영빌딩) 8층","~06/11(화)","https://www.jobkorea.co.kr/Recruit/GI_Read/44444289?Oem_Code=C1&logpath=1&stext=하드웨어&listno=75"
"㈜나눔에너지","하드웨어 개발 경력자 모집","경력4년↑","제주 제주시 첨단로 213-3 (영평동, JDC스마트빌딩) 211호","~06/11(화)","https://www.jobkorea.co.kr/Recruit/GI_Read/44443584?Oem_Code=C1&logpath=1&stext=하드웨어&listno=76"
"㈜에이아이매틱스","[에이아이매틱스] 하드웨어개발 / 해외사업 / 회계 담당자 채용","신입·경력","서울 영등포구 양산로 57-5 (양평동3가, 양평동 이노플렉스) 12층","~05/12(일)","https://www.jobkorea.co.kr/Recruit/GI_Read/44443173?Oem_Code=C1&logpath=1&stext=하드웨어&listno=77"
"컴퓨터수리","하드웨어유지보수엔지니어모십니다.","경력무관","경기 수원시 팔달구 장다리로 325 (인계동, 코스모골드) 608","~04/15(월)","https://www.jobkorea.co.kr/Recruit/GI_Read/44443041?Oem_Code=C1&logpath=1&stext=하드웨어&listno=78"
"대화기기㈜원주공장","[의료기기] 대화기기 원주공장 하드웨어 연구원 채용","경력","강원 원주시 문막읍 동화공단로 135 (동화리) 대화기기 제조공장","~04/19(금)","https://www.jobkorea.co.kr/Recruit/GI_Read/44442753?Oem_Code=C1&logpath=1&stext=하드웨어&listno=79"
"티비티 ㈜","기구설계, 하드웨어 연구원 모집.","경력","인천 계양구 서운산단로4길 10 (서운동) 티비티(주)","~05/11(토)","https://www.jobkorea.co.kr/Recruit/GI_Read/44439002?Oem_Code=C1&logpath=1&stext=하드웨어&listno=80"
"㈜레이저옵텍","(주)레이저옵텍 연구소 채용 (하드웨어 개발)","경력3년↑","경기 성남시 중원구 상대원동 223-12 현대아이밸리 204호","~05/11(토)","https://www.jobkorea.co.kr/Recruit/GI_Read/44438529?Oem_Code=C1&logpath=1&stext=하드웨어&listno=81"
"㈜큐니온","하드웨어 회로 설계 연구원 모집 (신입/경력)","신입·경력","대전 유성구 죽동로 165 (죽동)","~05/11(토)","https://www.jobkorea.co.kr/Recruit/GI_Read/44438185?Oem_Code=C1&logpath=1&stext=하드웨어&listno=82"
"주식회사 쉬엔비(shenb Co.,Ltd.)","피부과 의료기기 제조사 하드웨어 개발자 모집","경력7년↑","서울 성동구 성수동2가 277-118 shenb빌딩 8층","~05/11(토)","https://www.jobkorea.co.kr/Recruit/GI_Read/44434593?Oem_Code=C1&logpath=1&stext=하드웨어&listno=83"
